,기준년월,발급회원번호,대표결제일,대표결제방법코드,대표청구지고객주소구분코드,대표청구서수령지구분코드,청구서수령방법,청구서발송여부_B0,청구서발송여부_R3M,청구서발송여부_R6M,청구금액_B0,청구금액_R3M,청구금액_R6M,포인트_마일리지_건별_B0M,포인트_마일리지_건별_R3M,포인트_포인트_건별_B0M,포인트_포인트_건별_R3M,포인트_마일리지_월적립_B0M,포인트_마일리지_월적립_R3M,포인트_포인트_월적립_B0M,포인트_포인트_월적립_R3M,포인트_적립포인트_R12M,포인트_적립포인트_R3M,포인트_이용포인트_R12M,포인트_이용포인트_R3M,포인트_잔여포인트_B0M,마일_적립포인트_R12M,마일_적립포인트_R3M,마일_이용포인트_R12M,마일_이용포인트_R3M,마일_잔여포인트_B0M,할인건수_R3M,할인금액_R3M,할인건수_B0M,할인금액_B0M,할인금액_청구서_R3M,할인금액_청구서_B0M,상환개월수_결제일_R6M,상환개월수_결제일_R3M,선결제건수_R6M,선결제건수_R3M,연체건수_R6M,연체건수_R3M,혜택수혜금액_R3M,포인트_마일리지_환산_B0M,혜택수혜금액
10,201810,SYN_10,25,2,002,1,01.우편,1,1,1,232649,766506,1456698,0,0,0,0,0,0,0,0,0,0,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
11,201810,SYN_11,1,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,201810,SYN_12,20,2,_,2,02.이메일,1,1,1,197841,571846,843058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0
13,201810,SYN_13,13,2,_,S,03.LMS,1,1,1,641434,1970162,5073271,0,0,3700,11487,0,0,0,0,42745,25035,344743,49668,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,16527,0,5455
14,201810,SYN_14,15,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,201810,SYN_15,20,2,_,2,02.이메일,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,201810,SYN_16,5,2,002,1,01.우편,1,1,1,620125,2039299,3739125,966,2886,0,0,0,0,0,0,0,0,0,0,0,9212,2322,12018,2601,0,0,0,0,0,0,0,4,3,0,0,2,0,16693,14091,5586
17,201810,SYN_17,25,2,002,1,01.우편,1,1,1,805853,2516894,4825310,0,0,1322,4052,0,0,0,0,5502,2387,0,0,958,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,574,0,190
18,201810,SYN_18,20,2,_,2,02.이메일,1,1,1,108330,357405,826424,0,0,0,0,0,0,0,0,3334,0,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,3,0,0,0
19,201810,SYN_19,12,2,_,2,02.이메일,1,1,1,2133141,6227521,10806220,0,0,0,0,0,0,0,0,1167,0,1133,0,0,0,0,0,0,0,15,0,5,0,2828,920,5,3,0,0,0,0,0,0,0
20,201810,SYN_20,13,2,002,1,01.우편,1,1,1,382140,1235891,2285947,0,0,0,0,0,0,0,0,0,0,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
21,201810,SYN_21,25,2,_,2,02.이메일,0,1,1,0,48562,87517,0,0,0,0,0,0,0,0,0,0,3166,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
22,201810,SYN_22,12,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,201810,SYN_23,5,2,_,0,99.미수령,1,1,1,167284,445907,1063386,0,0,0,0,0,0,0,0,2965,0,5640,0,0,0,0,0,0,0,1,2695,1,898,2706,902,5,3,1,0,0,0,2697,0,899
24,201810,SYN_24,13,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,201810,SYN_25,27,2,_,2,02.이메일,1,1,1,362091,1224775,2564768,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,0,0,0,0,0,0,0,0,20609,9007,4,3,2,0,0,0,0,0,0
26,201810,SYN_26,1,2,_,0,99.미수령,1,1,1,54426,142672,219844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0
27,201810,SYN_27,20,2,002,1,01.우편,1,1,1,585285,1791682,4107161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0
28,201810,SYN_28,15,2,002,1,01.우편,1,1,1,49353,142075,361736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15000,1,5000,14998,4999,6,3,0,0,0,0,14999,0,5000
29,201810,SYN_29,1,2,002,1,01.우편,1,1,1,298884,903420,1650728,0,0,914,2756,0,0,0,0,3273,1273,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,567,0,187
30,201810,SYN_30,27,2,002,1,01.우편,1,1,1,1487,3826,3826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
31,201810,SYN_31,15,2,002,1,01.우편,1,1,1,319472,964612,1994189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
32,201810,SYN_32,23,2,_,2,02.이메일,1,1,1,598044,1569215,2296988,0,0,0,0,0,0,0,0,5558,0,6927,3742,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
33,201810,SYN_33,25,2,_,2,02.이메일,1,1,1,101315,309770,606673,0,0,0,0,0,0,0,0,0,0,3666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0
34,201810,SYN_34,5,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,201810,SYN_35,25,2,001,1,01.우편,1,1,1,161590,466133,1242710,0,0,0,0,0,0,0,0,0,4145,14555,3980,0,0,0,0,0,0,4,15002,1,5001,14999,4999,6,3,0,0,0,0,15007,0,5002
36,201810,SYN_36,5,2,002,1,01.우편,0,0,0,0,0,39712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
37,201810,SYN_37,13,2,001,1,01.우편,1,1,1,374778,1059705,2038831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32233,2,10781,43805,14597,5,2,0,0,2,1,35275,0,11750
38,201810,SYN_38,1,2,002,1,01.우편,1,1,1,2120745,7867180,19911926,0,0,0,0,816,2274,0,0,0,0,0,0,0,0,2324,0,0,724,0,0,0,0,0,0,4,2,2,0,2,2,17591,11093,5852
39,201810,SYN_39,12,2,_,2,02.이메일,0,0,1,0,0,9491,0,0,0,0,0,0,0,0,523,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,201810,SYN_40,27,2,_,K,04.카카오,1,1,1,709524,2269806,4712007,0,0,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,24,30828,8,10304,25079,8371,6,3,0,0,0,0,14201,0,4721
41,201810,SYN_41,25,2,002,1,01.우편,1,1,1,1098815,3656173,11318077,0,0,2750,8342,0,0,0,0,15740,6082,26931,4665,0,0,0,0,0,0,9,71902,3,23831,54106,17940,0,0,3,2,5,3,61591,0,17754
42,201810,SYN_42,25,2,_,2,02.이메일,1,1,1,53285,154802,348075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
43,201810,SYN_43,20,2,002,1,01.우편,1,1,1,1121130,3367893,6527912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0
44,201810,SYN_44,25,2,_,2,02.이메일,1,1,1,285510,932910,1782790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36359,1,12254,47573,15962,6,3,0,0,0,0,52235,0,17446
45,201810,SYN_45,25,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,201810,SYN_46,25,2,_,0,99.미수령,1,1,1,372289,1287574,2780102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972,938,4,2,0,0,3,2,0,0,0
47,201810,SYN_47,25,2,_,2,02.이메일,1,1,1,383497,1118742,1949963,0,0,4196,12318,0,0,4455,13308,57343,26268,414663,50350,0,0,0,0,0,0,0,0,0,0,46334,15498,6,3,0,0,0,0,15928,0,5267
48,201810,SYN_48,1,2,002,1,01.우편,1,1,1,248901,660024,1537970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38986,2,12995,29687,14858,5,2,0,0,1,1,35864,0,11993
49,201810,SYN_49,1,2,_,S,03.LMS,1,1,1,12225,42111,64803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
50,201810,SYN_50,1,2,001,1,01.우편,1,1,1,955311,3443527,7762310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0
51,201810,SYN_51,25,2,_,2,02.이메일,1,1,1,166203,444974,959153,0,0,1806,5384,0,0,0,0,26096,3647,38640,4761,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,620,0,206
52,201810,SYN_52,20,2,_,2,02.이메일,1,1,1,404635,1137421,3205105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,0,0,0
53,201810,SYN_53,23,2,_,2,02.이메일,1,1,1,150922,490999,979296,0,0,0,0,0,0,0,0,0,0,3323,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0
54,201810,SYN_54,20,2,_,0,99.미수령,1,1,1,23041,63170,105214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0
55,201810,SYN_55,5,2,_,2,02.이메일,1,1,1,38654,111732,179859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
56,201810,SYN_56,25,2,_,2,02.이메일,0,0,1,0,0,115305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
57,201810,SYN_57,1,2,_,2,02.이메일,1,1,1,96444,319139,555540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
58,201810,SYN_58,27,2,_,2,02.이메일,1,1,1,12063,37610,79819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0
59,201810,SYN_59,25,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,201810,SYN_60,27,2,_,2,02.이메일,1,1,1,1893973,5800739,11247097,0,0,0,0,682,2073,0,0,0,0,0,0,0,0,2096,0,0,647,10,0,5,0,0,0,6,3,0,0,0,0,17018,9882,5676
61,201810,SYN_61,12,2,002,1,01.우편,1,1,1,481204,1443275,3558436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
62,201810,SYN_62,27,2,002,1,01.우편,1,1,1,108367,342414,767667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
63,201810,SYN_63,25,2,002,1,01.우편,1,1,1,406097,1211526,2210859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49433,16477,5,3,0,0,1,0,0,0,0
64,201810,SYN_64,1,2,002,1,01.우편,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2700,1,900,2700,900,0,0,0,0,0,0,2694,0,898
65,201810,SYN_65,25,2,002,1,01.우편,1,1,1,546781,1631059,3000782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38983,1,12995,44321,14774,6,3,0,0,0,0,35279,0,11817
66,201810,SYN_66,12,2,_,2,02.이메일,1,1,1,444856,1263377,1972274,0,0,1980,5932,0,0,0,0,9336,4088,6599,2651,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4810,0,4810
67,201810,SYN_67,13,2,002,1,01.우편,1,1,1,414324,1380195,2945895,0,0,0,0,0,0,0,0,0,9895,68162,15173,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
68,201810,SYN_68,1,2,002,1,01.우편,1,1,1,410662,1128021,1128021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36277,1,12444,46720,15743,2,2,0,0,0,0,46836,0,17611
69,201810,SYN_69,27,2,_,K,04.카카오,1,1,1,619532,1837315,3639747,0,0,2145,6291,0,0,0,0,21379,5182,15983,4687,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,14590,0,4801
70,201810,SYN_70,23,2,002,1,01.우편,1,1,1,1466232,4597184,8921525,0,0,4428,13243,0,0,0,0,76701,14628,278629,45452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,16562,0,5506
71,201810,SYN_71,27,2,_,2,02.이메일,1,1,1,622872,2071322,3819964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,4,3,2,2,0,0,0,0,0
72,201810,SYN_72,20,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,201810,SYN_73,12,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,201810,SYN_74,20,2,_,S,03.LMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,201810,SYN_75,23,2,_,2,02.이메일,0,0,1,0,0,17503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,201810,SYN_76,13,2,_,0,99.미수령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,201810,SYN_77,23,2,002,1,01.우편,0,1,1,0,297323,907329,0,0,0,5589,0,0,0,0,18942,4693,11052,3605,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
78,201810,SYN_78,23,2,_,2,02.이메일,1,1,1,522515,1642199,4104570,0,0,3518,10589,0,0,0,0,42947,10761,92907,21115,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,15165,0,5105
79,201810,SYN_79,23,2,002,1,01.우편,1,1,1,531316,1649166,4032836,0,0,3019,9022,0,0,0,0,37335,8621,27102,8090,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,15257,0,5082
80,201810,SYN_80,20,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,201810,SYN_81,27,2,001,1,01.우편,1,1,1,1079813,3415376,6695649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97513,32296,6,3,0,0,0,0,0,0,0
82,201810,SYN_82,15,2,002,1,01.우편,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,201810,SYN_83,12,2,001,1,01.우편,1,1,1,81048,224205,400015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
84,201810,SYN_84,27,2,_,2,02.이메일,1,1,1,87852,267755,632252,0,0,0,0,0,0,0,0,0,0,2511,1902,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
85,201810,SYN_85,1,2,_,K,04.카카오,1,1,1,1107085,3586209,7995237,0,0,0,0,0,0,0,0,0,4223,22546,5676,0,0,0,0,0,0,12,71519,4,24453,70351,33404,5,3,0,0,1,0,69260,0,25786
86,201810,SYN_86,23,2,_,2,02.이메일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,201810,SYN_87,20,2,001,1,01.우편,1,1,1,763560,2327952,5407418,0,0,3151,9351,0,0,0,0,38079,8425,23204,6150,0,0,0,0,0,0,6,35205,2,11842,47810,16015,6,3,0,0,0,0,35155,0,11732
88,201810,SYN_88,1,2,_,2,02.이메일,1,1,1,222945,638997,1562758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
89,201810,SYN_89,20,2,002,1,01.우편,1,1,1,162660,521284,936569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
90,201810,SYN_90,13,2,002,1,01.우편,1,1,1,701839,2161193,3766724,0,0,0,0,0,0,0,0,0,0,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
91,201810,SYN_91,23,2,_,S,03.LMS,1,1,1,478173,1415697,2747909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
92,201810,SYN_92,23,2,_,S,03.LMS,0,0,1,0,0,6148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
93,201810,SYN_93,5,2,002,1,01.우편,0,0,1,0,0,728197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
94,201810,SYN_94,25,2,_,2,02.이메일,1,1,1,486258,1405357,3280557,0,0,0,0,0,0,0,0,1749,0,2057,0,0,0,0,0,0,0,16,4587,5,1545,0,0,5,3,2,0,0,0,14568,0,4956
95,201810,SYN_95,13,2,_,2,02.이메일,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1,900,2700,900,0,0,0,0,0,0,2694,0,898
96,201810,SYN_96,5,2,002,1,01.우편,1,1,1,71208,191593,378568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
97,201810,SYN_97,23,2,_,2,02.이메일,0,0,1,0,0,36481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
98,201810,SYN_98,12,2,002,1,01.우편,1,1,1,145555,587790,1662924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3900,8,1299,3079,972,4,2,0,0,2,2,13596,0,4658
99,201810,SYN_99,27,2,002,1,01.우편,1,1,1,177465,566117,751443,0,0,1979,6366,0,0,0,0,4053,8128,12260,4498,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
